"Name","Acronym","City","AlterCity","District","State","Catagory","Federation","Website","Country","Contact","Logo",
"Allahabad State University","#","Allahabad","#","Allahabad","Uttar pradesh","State","UGC",,"India",,,
"Bundelkhand University","#","Jhansi","#","Jhansi","Uttar pradesh","State","UGC",,"India",,,
"Chandra Shekhar Azad University of Agriculture & Technology","#","Kanpur","#","Kanpur nagar","Uttar pradesh","State","UGC",,"India",,,
"Chatrapati Shahuji Maharaj Kanpur University","#","Kanpur","#","Kanpur nagar","Uttar pradesh","State","UGC",,"India",,,
"Choudhary Charan Singh University","#","Meerut","#","Meerut","Uttar pradesh","State","UGC",,"India",,,
"Deen Dayal Upadhyay Gorakhpur University","#","Gorakhpur","#","Gorakhpur","Uttar pradesh","State","UGC",,"India",,,
"Dr Ram Manohar Lohia Awadh University","#","Faizabad","#","Faizabad","Uttar pradesh","State","UGC",,"India",,,
"Dr. B.R. Ambedkar University","#","Agra","#","Agra","Uttar pradesh","State","UGC",,"India",,,
"Dr. Ram Manohar Lohiya National Law University","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"Gautam Buddha University","#","Noida","#","Gautam buddh nagar","Uttar pradesh","State","UGC",,"India",,,
"Harcourt Butler Technical University","#","Kanpur","#","Kanpur nagar","Uttar pradesh","State","UGC",,"India",,,
"Khwaja Moinuddin Chishti Urdu Arabi~Farsi University","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"King George Medical University","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"Madan Mohan Malviya University of Technology","#","Gorakhpur","#","Gorakhpur","Uttar pradesh","State","UGC",,"India",,,
"M.J.P.Rohilkhand University","#","Bareilly","#","Bareilly","Uttar pradesh","State","UGC",,"India",,,
"Mahatma Gandhi Kashi Vidyapeeth","#","Varanasi","#","Varanasi","Uttar pradesh","State","UGC",,"India",,,
"Narendra Deo University of Agriculture & Technology","#","Faizabad","#","Faizabad","Uttar pradesh","State","UGC",,"India",,,
"Sampurnanand Sanskrit Vishwavidyalaya","#","Varanasi","#","Varanasi","Uttar pradesh","State","UGC",,"India",,,
"Sardar Vallabh Bhai Patel University of Agriculture & Technology","#","Meerut","#","Meerut","Uttar pradesh","State","UGC",,"India",,,
"Siddharth University","#","Siddharth nagar","#","Siddharthnagar","Uttar pradesh","State","UGC",,"India",,,
"University of Lucknow","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"U.P. King George's University of Dental Science","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan","#","Mathura","#","Mathura","Uttar pradesh","State","UGC",,"India",,,
"U.P. Rajarshi Tandon Open University","#","Allahabad","#","Allahabad","Uttar pradesh","State","UGC",,"India",,,
"Uttar Pradesh Technical University","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"Uttar Pradesh Viklang Uddhar Dr. Shakuntala Misra University","#","Lucknow","#","Lucknow","Uttar pradesh","State","UGC",,"India",,,
"Veer Bahadur Singh Purvanchal University","#","Jaunpur","#","Jaunpur","Uttar pradesh","State","UGC",,"India",,,
"Doon University","#","Dehradun","#","Dehradun","Uttarakhand","State","UGC",,"India",,,
"G.B. Pant University of Agriculture and Technology","#","Pantnagar","#","Udham singh nagar","Uttarakhand","State","UGC",,"India",,,
"Hemwati Nandan Bahuguna Medical Education University","#","Dehradun","#","Dehradun","Uttarakhand","State","UGC",,"India",,,
"Kumaun University","#","Nainital","#","Nainital","Uttarakhand","State","UGC",,"India",,,
"Sri Dev Suman Uttarakhand Vishwavidyalay","#","New Tehri","#","Tehri garhwal","Uttarakhand","State","UGC",,"India",,,
"Uttarakhand Ayurved University","#","Dehradun","#","Dehradun","Uttarakhand","State","UGC",,"India",,,
"Uttarakhand Open University","#","Nainital","#","Nainital","Uttarakhand","State","UGC",,"India",,,
"Uttarakhand Sanskrit University","#","Haridwar","#","Haridwar","Uttarakhand","State","UGC",,"India",,,
"Uttrakhand Technical University","#","Dehradun","#","Dehradun","Uttarakhand","State","UGC",,"India",,,
"Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry","#","Pauri garhwal","#","Pauri garhwal","Uttarakhand","State","UGC",,"India",,,
"Aliah University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Bankura University","#","Bankura","#","Bankura","West bengal","State","UGC",,"India",,,
"Bidhan Chandra Krishi Vishwavidyalaya","#","Nadia","#","Nadia","West bengal","State","UGC",,"India",,,
"Cooch Behar Panchanan Barma University","#","Cooch behar","#","Cooch behar","West bengal","State","UGC",,"India",,,
"Diamond Harbour Women's University","#","Sarisa","Sarissa","South 24 parganas","West bengal","State","UGC",,"India",,,
"Gaur Banga University","#","Maldah","Maldaha","Maldah","West bengal","State","UGC",,"India",,,
"Jadavpur University","#","Jadavpur","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Kazi Nazrul University","#","Burdwan","#","Bardhaman","West bengal","State","UGC",,"India",,,
"Maulana Abul Kalam Azad University of Technology","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Netaji Subhash Open University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Presidency University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Rabindra Bharati University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Raiganj University","#","Raiganj","#","Uttar dinajpur","West bengal","State","UGC",,"India",,,
"Sidho-Kanho-Birsha University","#","Purulia","#","Purulia","West bengal","State","UGC",,"India",,,
"The Sanskrit College and University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"The West Bengal National University of Juridical Science","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"The West Bengal University of Health Sciences","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"The West Bengal University of Teachers' Training","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"University of Burdwan","#","Burdwan","#","Bardhaman","West bengal","State","UGC",,"India",,,
"University of Calcutta","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"University of Kalyani","#","Kalyani","#","Nadia","West bengal","State","UGC",,"India",,,
"University of North Bengal","#","Darjeeling","#","Darjeeling","West bengal","State","UGC",,"India",,,
"Uttar Banga Krishi Vishwavidyalaya","#","Cooch behar","#","Cooch behar","West bengal","State","UGC",,"India",,,
"Vidyasagar University","#","Midnapore","#","Paschim medinipur","West bengal","State","UGC",,"India",,,
"West Bengal State University","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"West Bengal University of Animal and Fishery Sciences","#","Kolkata","Calcutta","Kolkata","West bengal","State","UGC",,"India",,,
"Bharat Ratna Dr. B.R. Ambedkar University","#","Kashmere gate","#","New delhi","New delhi","State","UGC",,"India",,,
"Delhi Pharmaceutical Sciences & Research University","#","Pushp vihar","#","South delhi","New delhi","State","UGC",,"India",,,
"Delhi Technological University","#","Bawana road","#","North west delhi","New delhi","State","UGC",,"India",,,
"Guru Gobind Singh Indraprastha Vishwavidyalaya","#","Dwarka","#","New delhi","New delhi","State","UGC",,"India",,,
"Indira Gandhi Delhi Technical University for Women","#","Kashmere gate","#","New delhi","New delhi","State","UGC",,"India",,,
"Indraprastha Institute of Information Technology","#","Delhi","New delhi","New delhi","New delhi","State","UGC",,"India",,,
"National Law University","#","Dwarka","#","New delhi","New delhi","State","UGC",,"India",,,
"Panjab University","#","Chandigarh","#","Chandigarh","Chandigarh","State","UGC",,"India",,,
"Advanced Materials and Processes Research Institute","AMPRI","Bhopal","#","Bhopal","Madhya pradesh","Autonomous","CSIR","http://www.ampri.res.in","India",,,
"Central Building Research Institute","CBRI","Roorkee","#","Haridwar","Uttarakhand","Autonomous","CSIR","http://www.cbri.org ; http://www.cbri.in","India",,,
"Centre for Cellular and Molecular Biology","CCMB","Hyderabad","#","Hyderabad","Telangana","Autonomous","CSIR","http://www.ccmb.res.in","India",,,
"Central Drug Research Institute","CDRI","Lucknow","#","Lucknow","Uttar pradesh","Autonomous","CSIR","http://www.cdriindia.org","India",,,
"Central Electrochemical Research Institute","CECRI","Karaikudi","#","Sivaganga","Tamil nadu","Autonomous","CSIR","http://www.cecri.res.in","India",,,
"Central Electronics and Engineering Research Institute","CEERI","Pilani","#","Jhunjhunu","Rajasthan","Autonomous","CSIR","http://www.ceeri.res.in","India",,,
"Central Food and Technological Research Institute","CFTRI","Mysuru","Mysore","Mysuru","Karnataka","Autonomous","CSIR","http://www.cftri.com","India",,,
"Central Glass & Ceramics Research Institute","CGCRI","Kolkata","Calcutta","Kolkata","West bengal","Autonomous","CSIR","http://www.cgcri.res.in","India",,,
